Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
A0A1U7QD20	unreviewed	Olfactory receptor	LOC101823242	LOC101823242	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QWJ5	unreviewed	keratin, type I cytoskeletal 19 isoform X1	Krt19	Krt19	2 out of 5	Coiled coil;Intermediate filament;Reference proteome	apicolateral plasma membrane [GO:0016327]; costamere [GO:0043034]; intermediate filament [GO:0005882]; sarcolemma [GO:0042383]; terminal web [GO:1990357]; Z disc [GO:0030018]
A0A3Q0CL72	unreviewed	ecto-NOX disulfide-thiol exchanger 1 isoform X4	Enox1	Enox1	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
A0A1U7R9G4	unreviewed	cyclin-dependent kinase 14	Cdk14	Cdk14	2 out of 5	ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Serine/threonine-protein kinase;Transferase	cytoplasmic cyclin-dependent protein kinase holoenzyme complex [GO:0000308]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A1U7Q9T6	unreviewed	voltage-dependent L-type calcium channel subunit beta-4 isoform X1	Cacnb4	Cacnb4	3 out of 5	Reference proteome;SH3 domain	glutamatergic synapse [GO:0098978]; presynapse [GO:0098793]; voltage-gated calcium channel complex [GO:0005891]
A0A1U8BH53	unreviewed	Olfactory receptor	LOC101832953	LOC101832953	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QCL2	unreviewed	Olfactory receptor	LOC101831186	LOC101831186	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CGD3	unreviewed	signal peptide peptidase-like 2B isoform X4	Sppl2b	Sppl2b	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; endosome membrane [GO:0010008]; Golgi-associated vesicle membrane [GO:0030660]; integral component of cytoplasmic side of endoplasmic reticulum membrane [GO:0071458]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; lysosomal membrane [GO:0005765]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A3Q0DA61	unreviewed	band 4.1-like protein 3	Epb41l3	Epb41l3	2 out of 5	Reference proteome	cell [GO:0005623]; cell-cell junction [GO:0005911]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
A0A1U7QWI4	unreviewed	fibrinogen gamma chain isoform X1	Fgg	Fgg	3 out of 5	Coiled coil;Disulfide bond;Reference proteome;Signal	external side of plasma membrane [GO:0009897]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]
A0A1U7R4I9	unreviewed	Prestin (Solute carrier family 26 member 5)	Slc26a5	Slc26a5	2 out of 5	Cell shape;Hearing;Membrane;Motor protein;Reference proteome;Transmembrane;Transmembrane helix	basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]
A0A1U8CIB2	unreviewed	Olfactory receptor	LOC101823155	LOC101823155	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QVS8	unreviewed	Olfactory receptor	LOC101834815	LOC101834815	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QM26	unreviewed	CKLF-like MARVEL transmembrane domain-containing protein 6	Cmtm6	Cmtm6	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	early endosome membrane [GO:0031901]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]
A0A1U8CCY7	unreviewed	protein FAM107A isoform X2	Fam107a	Fam107a	3 out of 5	Coiled coil;Reference proteome	cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; neuron projection [GO:0043005]; nuclear speck [GO:0016607]; ruffle membrane [GO:0032587]; stress fiber [GO:0001725]; synapse [GO:0045202]
A0A1U8D0X8	unreviewed	HLA class II histocompatibility antigen, DO beta chain	LOC101844256	LOC101844256	1 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]
A0A1U7QSH6	unreviewed	olfactory receptor 10J3	LOC101825849	LOC101825849	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QSR9	unreviewed	vomeronasal type-2 receptor 116-like	LOC101844413	LOC101844413	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QIW1	unreviewed	monocarboxylate transporter 3	Slc16a8	Slc16a8	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1U7Q3P1	unreviewed	arginine/serine-rich protein PNISR isoform X1	Pnisr	Pnisr	1 out of 5	Reference proteome	cytosol [GO:0005829]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]
A0A1U7QEI2	unreviewed	neutral and basic amino acid transport protein rBAT	Slc3a1	Slc3a1	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	brush border membrane [GO:0031526]; integral component of membrane [GO:0016021]
A0A1U8C0R9	unreviewed	C-X-C chemokine receptor type 2	Cxcr2	Cxcr2	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; mast cell granule [GO:0042629]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A1U8C007	unreviewed	Olfactory receptor	LOC101832111	LOC101832111	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7RBC0	unreviewed	protein-serine O-palmitoleoyltransferase porcupine isoform X1	Porcn	Porcn	2 out of 5	Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	AMPA glutamate receptor complex [GO:0032281]; glutamatergic synapse [GO:0098978]; integral component of endoplasmic reticulum membrane [GO:0030176]
A0A3Q0CL84	unreviewed	hereditary hemochromatosis protein isoform X2	Hfe	Hfe	2 out of 5	Disulfide bond;Reference proteome;Signal	cell [GO:0005623]; HFE-transferrin receptor complex [GO:1990712]
A0A1U7Q757	unreviewed	Olfactory receptor	LOC101830391	LOC101830391	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QCW7	unreviewed	Olfactory receptor	LOC101828856	LOC101828856	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CI85	unreviewed	Phosphorylase b kinase regulatory subunit	Phkb	Phkb	2 out of 5	Calmodulin-binding;Carbohydrate metabolism;Cell membrane;Coiled coil;Glycogen metabolism;Lipoprotein;Membrane;Prenylation;Reference proteome	plasma membrane [GO:0005886]
A0A1U7QYJ7	unreviewed	Olfactory receptor	LOC101827505	LOC101827505	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0DA50	unreviewed	Adenylate cyclase (EC 4.6.1.1)	Adcy2	Adcy2	3 out of 5	ATP-binding;Coiled coil;Lyase;Magnesium;Manganese;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;cAMP biosynthesis	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QYL7	unreviewed	olfactory receptor 2AG2-like	LOC101834558	LOC101834558	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QAI0	unreviewed	calcium and integrin-binding family member 2	Cib2	Cib2	3 out of 5	Calcium;Integrin;Reference proteome	cell [GO:0005623]; cuticular plate [GO:0032437]; muscle tendon junction [GO:0005927]; neuromuscular junction [GO:0031594]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]; sarcolemma [GO:0042383]; stereocilium [GO:0032420]
A0A1U7QKF8	unreviewed	cysteine-rich hydrophobic domain-containing protein 2	Chic2	Chic2	1 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	Golgi apparatus [GO:0005794]; Golgi-associated vesicle [GO:0005798]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q5B4	unreviewed	chondroitin sulfate proteoglycan 4	Cspg4	Cspg4	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
A0A3Q0CMX4	unreviewed	Transmembrane channel-like protein	Tmc2	Tmc2	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1U7Q373	unreviewed	Olfactory receptor	LOC101829931	LOC101829931	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8BQC1	unreviewed	Olfactory receptor	LOC101834536	LOC101834536	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CDA1	unreviewed	Olfactory receptor	LOC101833805	LOC101833805	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8D142	unreviewed	coiled-coil domain-containing protein 70	Ccdc70	Ccdc70	1 out of 5	Coiled coil;Reference proteome;Signal	plasma membrane [GO:0005886]
A0A1U8C8G5	unreviewed	olfactory receptor 6C75-like	LOC101823927	LOC101823927	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7R4T3	unreviewed	olfactory receptor 56A4	LOC101832340	LOC101832340	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CNL6	unreviewed	Olfactory receptor	LOC101843004	LOC101843004	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q3N3	unreviewed	cadherin-17	Cdh17	Cdh17	3 out of 5	Calcium;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]
A0A3Q0CIB5	unreviewed	protocadherin beta-6 isoform X2	LOC101830148	LOC101830148	1 out of 5	Calcium;Cell adhesion;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QY80	unreviewed	organic solute transporter subunit beta	Slc51b	Slc51b	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]; protein-containing complex [GO:0032991]
A0A1U7Q5T6	unreviewed	Olfactory receptor	LOC101833559	LOC101833559	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0D7K4	unreviewed	P2X purinoceptor	P2rx4	P2rx4	3 out of 5	ATP-binding;Disulfide bond;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Nucleotide-binding;Receptor;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]; postsynapse [GO:0098794]
A0A1U8CUG9	unreviewed	Tetraspanin	Tspan9	Tspan9	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; tetraspanin-enriched microdomain [GO:0097197]
A0A1U7QT16	unreviewed	Olfactory receptor	LOC101829803	LOC101829803	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QCS5	unreviewed	VPS10 domain-containing receptor SorCS3	Sorcs3	Sorcs3	2 out of 5	Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]
A0A1U7R7A8	unreviewed	rab3 GTPase-activating protein non-catalytic subunit isoform X1	Rab3gap2	Rab3gap2	2 out of 5	Coiled coil;Reference proteome	cytosol [GO:0005829]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
A0A3Q0CIJ4	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	Cacna1c	Cacna1c	2 out of 5	Calcium;Calcium channel;Calcium transport;Coiled coil;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated calcium channel complex [GO:0005891]
A0A1U7QD62	unreviewed	thiamine transporter 1	Slc19a2	Slc19a2	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QLK4	unreviewed	Phosphate transporter	Slc20a1	Slc20a1	2 out of 5	Membrane;Phosphate transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8C684	unreviewed	potassium voltage-gated channel subfamily KQT member 3 isoform X1	Kcnq3	Kcnq3	1 out of 5	Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	voltage-gated potassium channel complex [GO:0008076]
A0A1U7QHE8	unreviewed	CD2-associated protein	Cd2ap	Cd2ap	2 out of 5	Coiled coil;Reference proteome;SH3 domain	cell-cell junction [GO:0005911]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; filamentous actin [GO:0031941]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
A0A3Q0CI91	unreviewed	metabotropic glutamate receptor 1	Grm1	Grm1	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QHS2	unreviewed	cerebellin-1	Cbln1	Cbln1	2 out of 5	Reference proteome;Signal	glutamatergic synapse [GO:0098978]; parallel fiber to Purkinje cell synapse [GO:0098688]; postsynaptic membrane [GO:0045211]; synaptic cleft [GO:0043083]
A0A3Q0D8V8	unreviewed	sodium- and chloride-dependent glycine transporter 1 isoform X3	Slc6a9	Slc6a9	1 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]
A0A1U7QH43	unreviewed	beta-secretase 2 isoform X2	Bace2	Bace2	2 out of 5	Aspartyl protease;Hydrolase;Membrane;Protease;Reference proteome;Signal;Transmembrane;Transmembrane helix	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0DFQ9	unreviewed	tumor necrosis factor receptor superfamily member 5 isoform X3	Cd40	Cd40	2 out of 5	Disulfide bond;Receptor;Reference proteome;Signal	external side of plasma membrane [GO:0009897]
A0A1U7QEB6	unreviewed	programmed cell death protein 1	Pdcd1	Pdcd1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7QF95	unreviewed	Sodium/bile acid cotransporter	Slc10a7	Slc10a7	3 out of 5	Cell membrane;Endoplasmic reticulum;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; cis-Golgi network [GO:0005801]; endoplasmic reticulum membrane [GO:0005789]; Golgi medial cisterna [GO:0005797]; integral component of membrane [GO:0016021]; intrinsic component of plasma membrane [GO:0031226]; trans-Golgi network [GO:0005802]
A0A3Q0CIX2	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	Cacna1c	Cacna1c	2 out of 5	Calcium;Calcium channel;Calcium transport;Coiled coil;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated calcium channel complex [GO:0005891]
