Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
F7A340	unreviewed	Tenascin N	TNN	TNN	2 out of 5	Coiled coil;Disulfide bond;Reference proteome;Signal	CA3 pyramidal cell dendrite [GO:0097442]; cell surface [GO:0009986]; extracellular matrix [GO:0031012]; hippocampal mossy fiber expansion [GO:1990026]; neuronal cell body [GO:0043025]
F7GWJ0	unreviewed	Sulfatase 2	SULF2	SULF2	2 out of 5	Calcium;Coiled coil;Metal-binding;Reference proteome;Signal	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]
F6V1V5	unreviewed	Uncharacterized protein			2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]; integral component of membrane [GO:0016021]
G7NAM7	unreviewed	Adrenoceptor alpha 2B	ADRA2B	ADRA2B	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
F7D516	unreviewed	CD1e molecule	CD1E	CD1E	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
A0A0B4J1D2	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F6VKN1	unreviewed	Aminopeptidase (EC 3.4.11.-)	ANPEP	ANPEP	2 out of 5	Aminopeptidase;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Transmembrane;Transmembrane helix;Zinc	cytoplasm [GO:0005737]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7HFU0	unreviewed	X-C motif chemokine receptor 1	XCR1	XCR1	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7EII7	unreviewed	Stereocilin	STRC	STRC	1 out of 5	Reference proteome;Signal	cell surface [GO:0009986]; kinocilium [GO:0060091]; stereocilium tip [GO:0032426]
F6UQI4	unreviewed	Alpha-1-microglobulin/bikunin precursor	AMBP	AMBP	1 out of 5	Reference proteome;Signal	cell surface [GO:0009986]; plasma membrane [GO:0005886]
A0A1D5QLC8	unreviewed	Transient receptor potential cation channel subfamily M member 8	TRPM8	TRPM8	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5Q4U0	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
A0A5F8ARS2	unreviewed	Signaling lymphocytic activation molecule family member 1	SLAMF1	SLAMF1	1 out of 5	Reference proteome;Signal	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
H9G0X2	unreviewed	Semaphorin-7A isoform 1 preproprotein	SEMA7A	SEMA7A	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal	external side of plasma membrane [GO:0009897]
F7GQX3	unreviewed	Immunoglobulin superfamily containing leucine rich repeat 2	ISLR2	ISLR2	1 out of 5	Immunoglobulin domain;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F6XGD3	unreviewed	T-cell surface glycoprotein CD4	CD4	CD4	2 out of 5	Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]
I2CTX1	unreviewed	Reticulon-4 receptor-like 1	RTN4RL1	RTN4RL1	2 out of 5	Leucine-rich repeat;Receptor;Reference proteome;Repeat;Signal	anchored component of plasma membrane [GO:0046658]; cell surface [GO:0009986]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
F6Z669	unreviewed	GDNF family receptor alpha 3	GFRA3	GFRA3	1 out of 5	Reference proteome;Signal	external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235]
A0A1D5QYQ4	unreviewed	IGc1 domain-containing protein			1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F6R7U3	unreviewed	CD86 molecule	CD86	CD86	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7HB63	unreviewed	Uncharacterized protein			1 out of 5	Disulfide bond;Reference proteome	external side of plasma membrane [GO:0009897]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
F7F9Q1	unreviewed	Immunoglobulin superfamily member 5	IGSF5	IGSF5	1 out of 5	Reference proteome	bicellular tight junction [GO:0005923]; cell surface [GO:0009986]
F6U7P0	unreviewed	Fc receptor like 6	FCRL6	FCRL6	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7HHM0	unreviewed	Natural killer cells antigen CD94	KLRD1	KLRD1	2 out of 5	Lectin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
F7CFI2	unreviewed	COesterase domain-containing protein	NLGN4Y	NLGN4Y	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; presynapse [GO:0098793]; synapse [GO:0045202]
F6UX47	unreviewed	Transferrin receptor (Transferrin receptor 1) (Transferrin receptor protein 1)	TFRC	TFRC Tfrc	2 out of 5	Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F6U6G8	unreviewed	C-C chemokine receptor type 8	CCR8	CCR8	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7HD60	unreviewed	C-X-C chemokine receptor type 4	CXCR4	CXCR4	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7D8W9	unreviewed	Amphiregulin	AREG	AREG	2 out of 5	Disulfide bond;EGF-like domain;Reference proteome	cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; nucleus [GO:0005634]
F7GLX3	unreviewed	Transforming growth factor beta receptor 3	TGFBR3	TGFBR3	3 out of 5	Disulfide bond;Reference proteome;Secreted	external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; inhibin-betaglycan-ActRII complex [GO:0034673]; receptor complex [GO:0043235]
F6QQP9	unreviewed	Syndecan	SDC2	SDC2	3 out of 5	Glycoprotein;Heparan sulfate;Membrane;Proteoglycan;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F6YVW1	unreviewed	Carcinoembryonic antigen related cell adhesion molecule 8	CEACAM8	CEACAM8	1 out of 5	Reference proteome;Signal	cell surface [GO:0009986]; extracellular space [GO:0005615]
F6T5E0	unreviewed	Transient receptor potential cation channel subfamily V member 2	TRPV2	TRPV2	2 out of 5	ANK repeat;Ion channel;Ion transport;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	axonal growth cone [GO:0044295]; cell body [GO:0044297]; cell surface [GO:0009986]; growth cone membrane [GO:0032584]; integral component of plasma membrane [GO:0005887]
A0A5F8A218	unreviewed	Ecto-NOX disulfide-thiol exchanger 2	ENOX2	ENOX2	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
H9H5E7	unreviewed	Uncharacterized protein	LOC723030	LOC723030	1 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]
F6YWM7	unreviewed	Fc fragment of IgE receptor Ia	FCER1A	FCER1A	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7FSA2	unreviewed	HERV-H LTR-associating 2	HHLA2	HHLA2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F6QEE7	unreviewed	ADP-ribosyl cyclase 1 (CD38 molecule)	CD38	CD38	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
H9H523	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
A0A1D5R139	unreviewed	Corin, serine peptidase	CORIN	CORIN	2 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	actin cytoskeleton [GO:0015629]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]
F7BGU5	unreviewed	Protein Wnt	WNT5B	WNT5B	2 out of 5	Developmental protein;Disulfide bond;Extracellular matrix;Reference proteome;Secreted;Wnt signaling pathway	cell surface [GO:0009986]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
F6THH3	unreviewed	Sperm autoantigenic protein 17 (Sperm surface protein Sp17)	SPA17	SPA17	2 out of 5	Reference proteome	cilium [GO:0005929]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; sperm fibrous sheath [GO:0035686]; sperm principal piece [GO:0097228]
F7HLU2	unreviewed	C-X-C motif chemokine receptor 5	CXCR5	CXCR5	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7GST0	unreviewed	Heat shock protein HSP 90-beta	HSP90AB1	HSP90AB1	2 out of 5	Coiled coil;Reference proteome;Stress response	cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
H9H2P4	unreviewed	Solute carrier family 46 member 2	SLC46A2	SLC46A2	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1D5QEF0	unreviewed	Adenosine deaminase	ADA	ADA	2 out of 5	Reference proteome	cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]
F6QEG7	unreviewed	CD69 molecule	CD69	CD69	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; protein-containing complex [GO:0032991]
A0A1D5R1R1	unreviewed	Ankyrin repeat domain 24	ANKRD24	ANKRD24	1 out of 5	Reference proteome;Signal	external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235]
A0A1D5Q5G4	unreviewed	Glypican 6	GPC6	GPC6	2 out of 5	GPI-anchor;Glycoprotein;Heparan sulfate;Lipoprotein;Membrane;Proteoglycan;Reference proteome;Signal	anchored component of plasma membrane [GO:0046658]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; synapse [GO:0045202]
A0A1D5R4Y3	unreviewed	Ig-like domain-containing protein	LOC694372	LOC694372	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
A0A1D5QF90	unreviewed	TNF receptor superfamily member 10b	TNFRSF10B	TNFRSF10B	2 out of 5	Apoptosis;Coiled coil;Disulfide bond;Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6WVM8	unreviewed	Transporter	SLC6A1	SLC6A1	2 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	axon [GO:0030424]; cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
A0A1D5QIK4	unreviewed	Ig-like domain-containing protein	LOC719702	LOC719702	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F6TI53	unreviewed	Butyrophilin subfamily 1 member A1	BTN1A1	BTN1A1	2 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7H8G1	unreviewed	Interleukin 1 receptor like 1	IL1RL1	IL1RL1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]
F7GSZ4	unreviewed	Interleukin 2 receptor subunit beta	IL2RB	IL2RB	1 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]
F6YRW1	unreviewed	Leucine rich repeat containing 32	LRRC32	LRRC32	2 out of 5	Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]
H9Z8S9	unreviewed	Small integral membrane protein 1 (Vel blood group)	LOC388588	LOC388588 SMIM1	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7D531	unreviewed	CD1b molecule	CD1B	CD1B	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F6WEN9	unreviewed	Glypican 5	GPC5	GPC5	2 out of 5	GPI-anchor;Glycoprotein;Heparan sulfate;Lipoprotein;Membrane;Proteoglycan;Reference proteome;Signal	anchored component of plasma membrane [GO:0046658]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]
A0A5F8A5H8	unreviewed	Ecto-NOX disulfide-thiol exchanger 1	ENOX1	ENOX1	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
F7GPD1	unreviewed	GDNF family receptor alpha-1 (GDNF receptor alpha-1)	GFRA1	GFRA1	2 out of 5	Cell membrane;Membrane;Receptor;Reference proteome;Signal	anchored component of membrane [GO:0031225]; external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235]
G7NCB9	unreviewed	CD3e molecule	CD3E	CD3E	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	alpha-beta T cell receptor complex [GO:0042105]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F6YBI8	unreviewed	KISS1 receptor	KISS1R	KISS1R	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cilium [GO:0005929]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]
H9H2U3	unreviewed	CLPTM1 regulator of GABA type A receptor forward trafficking	CLPTM1	CLPTM1	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7HB35	unreviewed	Interleukin 12 receptor subunit beta 1	IL12RB1	IL12RB1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; interleukin-12 receptor complex [GO:0042022]; interleukin-23 receptor complex [GO:0072536]; receptor complex [GO:0043235]
A0A1D5QES2	unreviewed	Thioredoxin related transmembrane protein 3	TMX3	TMX3	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
G7MFC1	unreviewed	Vesicle associated membrane protein 4 (Vesicle-associated membrane protein 4 isoform 1)	VAMP4	VAMP4	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
F6T3G5	unreviewed	Interleukin 17A	IL17A	IL17A	2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
F7AHB6	unreviewed	Signaling lymphocytic activation molecule family member 1	SLAMF1	SLAMF1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7FFL7	unreviewed	ADAM metallopeptidase with thrombospondin type 1 motif 15	ADAMTS15	ADAMTS15	2 out of 5	Disulfide bond;Reference proteome;Signal	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]
A0A5F8ASH3	unreviewed	Sulfatase 2	SULF2	SULF2	2 out of 5	Calcium;Coiled coil;Metal-binding;Reference proteome;Signal	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]
F6Q657	unreviewed	Tetraspanin	TSPAN15	TSPAN15	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; tetraspanin-enriched microdomain [GO:0097197]
G7NK18	unreviewed	Ecto-NOX disulfide-thiol exchanger 1	ENOX1	ENOX1	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
F6QVI2	unreviewed	Uncharacterized protein	TREML1	TREML1	1 out of 5	Reference proteome	cell surface [GO:0009986]; platelet alpha granule [GO:0031091]
F7BC56	unreviewed	Uncharacterized protein	ICOSLG	ICOSLG	1 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F6RYT0	unreviewed	Aminoacyl tRNA synthetase complex interacting multifunctional protein 1	AIMP1	AIMP1	2 out of 5	Coiled coil;RNA-binding;Reference proteome;tRNA-binding	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cell surface [GO:0009986]; cytosol [GO:0005829]
A0A1D5R7K6	unreviewed	Uncharacterized protein	LY75	LY75	1 out of 5	Disulfide bond;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7DTF4	unreviewed	Membrane cofactor protein	CD46	CD46	2 out of 5	Disulfide bond;Fertilization;Membrane;Reference proteome;Signal;Sushi;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; inner acrosomal membrane [GO:0002079]; integral component of membrane [GO:0016021]
F7EQU4	unreviewed	Fc receptor like 4	FCRL4	FCRL4	1 out of 5	Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
H9H333	unreviewed	MHC_I-like_Ag-recog domain-containing protein			1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F6VDW9	unreviewed	C-type lectin domain containing 9A	CLEC9A	CLEC9A	1 out of 5	Lectin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
H9H2S9	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F6WDV7	unreviewed	Leucine rich repeat and fibronectin type III domain containing 4	LRFN4	LRFN4	2 out of 5	Disulfide bond;Immunoglobulin domain;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]
F6VQR7	unreviewed	Leukocyte immunoglobulin like receptor A5	LILRA5	LILRA5	2 out of 5	Reference proteome	cell surface [GO:0009986]
A0A1D5QT62	unreviewed	Osteoclast associated Ig-like receptor	OSCAR	OSCAR	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F6Z890	unreviewed	Interleukin 13 receptor subunit alpha 2	IL13RA2	IL13RA2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
H9ZFT8	unreviewed	B-cell antigen receptor complex-associated protein beta chain isoform 3	CD79B	CD79B	2 out of 5	Immunoglobulin domain;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	B cell receptor complex [GO:0019815]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7GPQ3	unreviewed	Hemojuvelin BMP co-receptor	HJV	HJV	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	BMP receptor complex [GO:0070724]; cell [GO:0005623]; cell surface [GO:0009986]; extracellular space [GO:0005615]; HFE-transferrin receptor complex [GO:1990712]
F7GSH9	unreviewed	NKG2-D type II integral membrane protein	KLRK1	KLRK1	2 out of 5	Reference proteome	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]
F7DTG7	unreviewed	Membrane cofactor protein	CD46	CD46	2 out of 5	Disulfide bond;Fertilization;Membrane;Reference proteome;Signal;Sushi;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; inner acrosomal membrane [GO:0002079]; integral component of membrane [GO:0016021]
F7BP60	unreviewed	Folate_rec domain-containing protein	FOLR1	FOLR1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	anchored component of external side of plasma membrane [GO:0031362]; integral component of membrane [GO:0016021]
H9FPK6	unreviewed	Porimin	TMEM123	TMEM123	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7H8W3	unreviewed	Tetraspanin	TSPAN33	TSPAN33	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; pore complex [GO:0046930]; tetraspanin-enriched microdomain [GO:0097197]
F6Z248	unreviewed	Ecto-NOX disulfide-thiol exchanger 2 (Ecto-NOX disulfide-thiol exchanger 2 isoform a)	ENOX2	ENOX2	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
H9ZDN9	unreviewed	Trem-like transcript 2 protein (Triggering receptor expressed on myeloid cells like 2)	TREML2	TREML2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
I0FGW2	unreviewed	Protein ITFG3	FAM234A	FAM234A ITFG3	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7HMP8	unreviewed	Discoidin, CUB and LCCL domain containing 2 (Discoidin, CUB and LCCL domain-containing protein 2)	DCBLD2	DCBLD2	2 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
F7DI95	unreviewed	Potassium voltage-gated channel subfamily KQT member 3 isoform 1 (Potassium voltage-gated channel subfamily Q member 3)	KCNQ3	KCNQ3	2 out of 5	Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	axon initial segment [GO:0043194]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; node of Ranvier [GO:0033268]; voltage-gated potassium channel complex [GO:0008076]
F7GUA3	unreviewed	C-C chemokine receptor type 4	CCR4	CCR4	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7AQW3	unreviewed	Hematopoietic cell signal transducer	HCST	HCST	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F6Q0C7	unreviewed	Plasminogen activator, urokinase receptor	PLAUR	PLAUR	2 out of 5	Reference proteome	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
F6QUF1	unreviewed	Lipase G, endothelial type	LIPG	LIPG	3 out of 5	Disulfide bond;Reference proteome;Secreted;Signal	cell surface [GO:0009986]; early endosome [GO:0005769]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]
F6TRT5	unreviewed	Ecto-NOX disulfide-thiol exchanger 2	ENOX2	ENOX2	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
A0A0U5J4T7	unreviewed	TNF superfamily member 18 (Tumor necrosis factor ligand 2A)	TNLG2A	TNLG2A	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
G7NLK4	unreviewed	CD79a molecule	CD79A	CD79A	2 out of 5	Reference proteome	B cell receptor complex [GO:0019815]; external side of plasma membrane [GO:0009897]; membrane raft [GO:0045121]; multivesicular body [GO:0005771]
A0A1D5RF65	unreviewed	Roundabout guidance receptor 2	ROBO2	ROBO2	2 out of 5	Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F6TH66	unreviewed	Ectonucleotide pyrophosphatase/phosphodiesterase 3	ENPP3	ENPP3	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]
F7ERB1	unreviewed	Adherens junction-associated protein 1	AJAP1	AJAP1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; basolateral plasma membrane [GO:0016323]; cell-cell contact zone [GO:0044291]; cell surface [GO:0009986]; cytoplasmic side of plasma membrane [GO:0009898]; spanning component of plasma membrane [GO:0044214]
F7GTL4	unreviewed	C-X-C chemokine receptor type 7	CXCR7	CXCR7 ACKR3	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5QQH7	unreviewed	Tumor necrosis factor ligand 2B	TNFSF4	TNFSF4 TNLG2B	2 out of 5	Cytokine;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
