GeneID	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)
150084	Q9NSI5	IGSF5_HUMAN	reviewed	Immunoglobulin superfamily member 5 (IgSF5) (Junctional adhesion molecule 4) (JAM-4)	IGSF5 JAM4	Homo sapiens (Human)	407	cell-cell adhesion [GO:0098609]	apical plasma membrane [GO:0016324]; bicellular tight junction [GO:0005923]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]	
23601	Q9NY25	CLC5A_HUMAN	reviewed	C-type lectin domain family 5 member A (C-type lectin superfamily member 5) (Myeloid DAP12-associating lectin 1) (MDL-1)	CLEC5A CLECSF5 MDL1	Homo sapiens (Human)	188	cellular defense response [GO:0006968]; innate immune response [GO:0045087]; myeloid cell differentiation [GO:0030099]; negative regulation of apoptotic process [GO:0043066]; negative regulation of myeloid cell apoptotic process [GO:0033033]; neutrophil degranulation [GO:0043312]; osteoblast development [GO:0002076]; positive regulation of cytokine secretion [GO:0050715]; signal transduction [GO:0007165]	cell surface [GO:0009986]; cytosol [GO:0005829]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]	carbohydrate binding [GO:0030246]; virus receptor activity [GO:0001618]
56650	Q9NY35	CLDN1_HUMAN	reviewed	Claudin domain-containing protein 1 (Membrane protein GENX-3745)	CLDND1 C3orf4 HSPC174 PSEC0054 UNQ2511/PRO6000	Homo sapiens (Human)	253		cell surface [GO:0009986]; integral component of membrane [GO:0016021]	
50833	Q9NYV7	T2R16_HUMAN	reviewed	Taste receptor type 2 member 16 (T2R16)	TAS2R16	Homo sapiens (Human)	291	detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; G protein-coupled receptor signaling pathway [GO:0007186]	endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]	bitter taste receptor activity [GO:0033038]; G protein-coupled receptor activity [GO:0004930]
54413	Q9NZ94	NLGN3_HUMAN	reviewed	Neuroligin-3 (Gliotactin homolog)	NLGN3 KIAA1480 NL3	Homo sapiens (Human)	848	"adult behavior [GO:0030534]; axon extension [GO:0048675]; chemical synaptic transmission [GO:0007268]; excitatory postsynaptic potential [GO:0060079]; inhibitory postsynaptic potential [GO:0060080]; learning [GO:0007612]; long-term synaptic potentiation [GO:0060291]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of dendritic spine morphogenesis [GO:0061002]; negative regulation of excitatory postsynaptic potential [GO:0090394]; neuron cell-cell adhesion [GO:0007158]; oligodendrocyte differentiation [GO:0048709]; positive regulation of AMPA receptor activity [GO:2000969]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of synapse assembly [GO:0051965]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; positive regulation of synaptic vesicle clustering [GO:2000809]; postsynaptic membrane assembly [GO:0097104]; presynapse assembly [GO:0099054]; presynaptic membrane assembly [GO:0097105]; receptor-mediated endocytosis [GO:0006898]; regulation of long-term synaptic potentiation [GO:1900271]; regulation of NMDA receptor activity [GO:2000310]; regulation of respiratory gaseous exchange by nervous system process [GO:0002087]; regulation of terminal button organization [GO:2000331]; rhythmic synaptic transmission [GO:0060024]; social behavior [GO:0035176]; synapse assembly [GO:0007416]; synapse organization [GO:0050808]; synaptic vesicle endocytosis [GO:0048488]; visual learning [GO:0008542]; vocalization behavior [GO:0071625]"	"asymmetric, glutamatergic, excitatory synapse [GO:0098985]; cell junction [GO:0030054]; cell surface [GO:0009986]; endocytic vesicle [GO:0030139]; excitatory synapse [GO:0060076]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; spanning component of membrane [GO:0089717]; symmetric, GABA-ergic, inhibitory synapse [GO:0098983]; synapse [GO:0045202]"	cell adhesion molecule binding [GO:0050839]; neurexin family protein binding [GO:0042043]; scaffold protein binding [GO:0097110]; signaling receptor activity [GO:0038023]
51704	Q9NZH0	GPC5B_HUMAN	reviewed	G-protein coupled receptor family C group 5 member B (A-69G12.1) (Retinoic acid-induced gene 2 protein) (RAIG-2)	GPRC5B RAIG2	Homo sapiens (Human)	403	positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of inflammatory response [GO:0050729]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of protein tyrosine kinase activity [GO:0061098]	cell surface [GO:0009986]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	G protein-coupled receptor activity [GO:0004930]; G protein-coupled receptor binding [GO:0001664]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901]
11141	Q9NZN1	IRPL1_HUMAN	reviewed	Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (EC 3.2.2.6) (Oligophrenin-4) (Three immunoglobulin domain-containing IL-1 receptor-related 2) (TIGIRR-2) (X-linked interleukin-1 receptor accessory protein-like 1)	IL1RAPL1 OPHN4	Homo sapiens (Human)	696	cellular response to cytokine stimulus [GO:0071345]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; negative regulation of exocytosis [GO:0045920]; neuron differentiation [GO:0030182]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of synapse assembly [GO:0051965]; presynaptic membrane assembly [GO:0097105]; regulation of neuron projection development [GO:0010975]; regulation of postsynapse organization [GO:0099175]; regulation of presynapse assembly [GO:1905606]; signal transduction [GO:0007165]; trans-synaptic signaling by trans-synaptic complex [GO:0099545]	axon [GO:0030424]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]	"NAD(P)+ nucleosidase activity [GO:0050135]; NAD+ nucleotidase, cyclic ADP-ribose generating [GO:0061809]; signaling receptor binding [GO:0005102]"
29126	Q9NZQ7	PD1L1_HUMAN	reviewed	Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274)	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1	Homo sapiens (Human)	290	"adaptive immune response [GO:0002250]; cell surface receptor signaling pathway [GO:0007166]; cellular response to lipopolysaccharide [GO:0071222]; immune response [GO:0006955]; negative regulation of activated T cell proliferation [GO:0046007]; negative regulation of CD4-positive, alpha-beta T cell proliferation [GO:2000562]; negative regulation of CD8-positive, alpha-beta T cell activation [GO:2001186]; negative regulation of interferon-gamma production [GO:0032689]; negative regulation of interleukin-10 production [GO:0032693]; negative regulation of T cell proliferation [GO:0042130]; negative regulation of tumor necrosis factor superfamily cytokine production [GO:1903556]; positive regulation of activated CD8-positive, alpha-beta T cell apoptotic process [GO:1905404]; positive regulation of cell migration [GO:0030335]; positive regulation of interleukin-10 secretion [GO:2001181]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of tolerance induction to tumor cell [GO:0002845]; response to cytokine [GO:0034097]; signal transduction [GO:0007165]; T cell costimulation [GO:0031295]; toxin transport [GO:1901998]"	cell surface [GO:0009986]; early endosome membrane [GO:0031901]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]	
9033	Q9P0L9	PK2L1_HUMAN	reviewed	Polycystic kidney disease 2-like 1 protein (Polycystin-2 homolog) (Polycystin-2L1) (Polycystin-L) (Polycystin-L1)	PKD2L1 PKD2L PKDL TRPP3	Homo sapiens (Human)	805	cation transport [GO:0006812]; cellular response to acidic pH [GO:0071468]; detection of chemical stimulus involved in sensory perception of sour taste [GO:0001581]; detection of chemical stimulus involved in sensory perception of taste [GO:0050912]; detection of mechanical stimulus [GO:0050982]; inorganic cation transmembrane transport [GO:0098662]; potassium ion transmembrane transport [GO:0071805]; protein homotetramerization [GO:0051289]; response to water [GO:0009415]; sensory perception of sour taste [GO:0050915]; smoothened signaling pathway [GO:0007224]; sodium ion transmembrane transport [GO:0035725]	calcium channel complex [GO:0034704]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; non-motile cilium [GO:0097730]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	alpha-actinin binding [GO:0051393]; calcium activated cation channel activity [GO:0005227]; calcium-activated potassium channel activity [GO:0015269]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; cation channel activity [GO:0005261]; cytoskeletal protein binding [GO:0008092]; identical protein binding [GO:0042802]; muscle alpha-actinin binding [GO:0051371]; sodium channel activity [GO:0005272]; sour taste receptor activity [GO:0033040]
56833	Q9P0V8	SLAF8_HUMAN	reviewed	SLAM family member 8 (B-lymphocyte activator macrophage expressed) (BCM-like membrane protein) (CD antigen CD353)	SLAMF8 BLAME	Homo sapiens (Human)	285	B-1 B cell lineage commitment [GO:0002336]; cellular response to drug [GO:0035690]; defense response to bacterium [GO:0042742]; leukocyte chemotaxis involved in inflammatory response [GO:0002232]; negative regulation of dendritic cell chemotaxis [GO:2000509]; negative regulation of macrophage chemotaxis [GO:0010760]; negative regulation of monocyte chemotaxis [GO:0090027]; negative regulation of neutrophil migration [GO:1902623]; negative regulation of respiratory burst involved in inflammatory response [GO:0060266]; phagosome acidification [GO:0090383]; regulation of B cell differentiation [GO:0045577]; regulation of kinase activity [GO:0043549]; regulation of NAD(P)H oxidase activity [GO:0033860]	cell [GO:0005623]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]	identical protein binding [GO:0042802]; signaling receptor activity [GO:0038023]
57622	Q9P244	LRFN1_HUMAN	reviewed	Leucine-rich repeat and fibronectin type III domain-containing protein 1 (Synaptic adhesion-like molecule 2)	LRFN1 KIAA1484 SALM2	Homo sapiens (Human)	771	regulation of postsynaptic density assembly [GO:0099151]	cell junction [GO:0030054]; cell surface [GO:0009986]; integral component of postsynaptic density membrane [GO:0099061]; plasma membrane [GO:0005886]	
5738	Q9P2B2	FPRP_HUMAN	reviewed	Prostaglandin F2 receptor negative regulator (CD9 partner 1) (CD9P-1) (Glu-Trp-Ile EWI motif-containing protein F) (EWI-F) (Prostaglandin F2-alpha receptor regulatory protein) (Prostaglandin F2-alpha receptor-associated protein) (CD antigen CD315)	PTGFRN CD9P1 EWIF FPRP KIAA1436	Homo sapiens (Human)	879	lipid droplet organization [GO:0034389]; myoblast fusion involved in skeletal muscle regeneration [GO:0014905]	cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]	
56999	Q9P2N4	ATS9_HUMAN	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 9 (ADAM-TS 9) (ADAM-TS9) (ADAMTS-9) (EC 3.4.24.-)	ADAMTS9 KIAA1312	Homo sapiens (Human)	1935	aorta morphogenesis [GO:0035909]; endothelial cell-matrix adhesion [GO:0090673]; extracellular matrix organization [GO:0030198]; glycoprotein catabolic process [GO:0006516]; heart valve morphogenesis [GO:0003179]; multicellular organism development [GO:0007275]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of sprouting angiogenesis [GO:1903671]; positive regulation of melanocyte differentiation [GO:0045636]; protein transport [GO:0015031]; proteolysis [GO:0006508]; response to bacterium [GO:0009617]; ventricular cardiac muscle tissue development [GO:0003229]; vesicle-mediated transport [GO:0016192]	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]	metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]
10870	Q9UBK5	HCST_HUMAN	reviewed	Hematopoietic cell signal transducer (DNAX-activation protein 10) (Membrane protein DAP10) (Transmembrane adapter protein KAP10)	HCST DAP10 KAP10 PIK3AP UNQ587/PRO1157	Homo sapiens (Human)	93	positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; protein phosphorylation [GO:0006468]; regulation of immune response [GO:0050776]	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	phosphatidylinositol 3-kinase binding [GO:0043548]; signaling receptor binding [GO:0005102]
27092	Q9UBN1	CCG4_HUMAN	reviewed	Voltage-dependent calcium channel gamma-4 subunit (Neuronal voltage-gated calcium channel gamma-4 subunit) (Transmembrane AMPAR regulatory protein gamma-4) (TARP gamma-4)	CACNG4	Homo sapiens (Human)	327	"cardiac conduction [GO:0061337]; membrane depolarization [GO:0051899]; neurotransmitter receptor internalization [GO:0099590]; neurotransmitter receptor transport, postsynaptic endosome to lysosome [GO:0098943]; positive regulation of AMPA receptor activity [GO:2000969]; postsynaptic neurotransmitter receptor diffusion trapping [GO:0098970]; regulation of AMPA receptor activity [GO:2000311]; regulation of postsynaptic neurotransmitter receptor activity [GO:0098962]; response to cocaine [GO:0042220]; transmission of nerve impulse [GO:0019226]"	AMPA glutamate receptor complex [GO:0032281]; cell body [GO:0044297]; cell surface [GO:0009986]; endocytic vesicle membrane [GO:0030666]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic density membrane [GO:0099061]; L-type voltage-gated calcium channel complex [GO:1990454]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; somatodendritic compartment [GO:0036477]	calcium channel regulator activity [GO:0005246]; ionotropic glutamate receptor binding [GO:0035255]; voltage-gated calcium channel activity [GO:0005245]
